,company_id,indicator_id,2011,2012,2013,2014,2015,2016,empresa,,,,,,
98,1443669,FiniteLivedIntangibleAssetsAccumulatedAmortization,NA,NA,NA,497000,1243000,1925000,Proto Labs,,,,,,
99,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,NA,NA,NA,1340000,966000,592000,Proto Labs,,,,,,
100,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,NA,NA,NA,746000,682000,500000,Proto Labs,,,,,,
101,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,NA,NA,NA,391000,374000,374000,Proto Labs,,,,,,
102,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,NA,NA,NA,424000,391000,374000,Proto Labs,,,,,,
103,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,NA,NA,NA,500000,424000,391000,Proto Labs,,,,,,
104,1443669,FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,NA,NA,NA,682000,500000,424000,Proto Labs,,,,,,
105,1443669,FiniteLivedIntangibleAssetsGross,NA,NA,NA,4580000,4580000,4580000,Proto Labs,,,,,,
106,1443669,FiniteLivedIntangibleAssetsNet,NA,NA,NA,4083000,3337000,2655000,Proto Labs,,,,,,
107,1443669,GainLossOnSaleOfPropertyPlantEquipment,NA,-154000,-110000,NA,NA,NA,Proto Labs,,,,,,
108,1443669,GeneralAndAdministrativeExpense,NA,13957000,16154000,22122000,29716000,36651000,Proto Labs,,,,,,
109,1443669,Goodwill,NA,NA,NA,28916000,28916000,28916000,Proto Labs,,,,,,
110,1443669,GoodwillAcquiredDuringPeriod,NA,NA,NA,28916000,NA,NA,Proto Labs,,,,,,
111,1443669,GrossProfit,NA,76138000,101702000,128401000,154403000,166937000,Proto Labs,,,,,,
112,1443669,HeldToMaturitySecurities,NA,62102000,100362000,85024000,97990000,123956000,Proto Labs,,,,,,
113,1443669,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,NA,NA,NA,44000,12000,16000,Proto Labs,,,,,,
114,1443669,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,NA,NA,NA,183000,282000,497000,Proto Labs,,,,,,
115,1443669,HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount,NA,36965000,64023000,54318000,64789000,84479000,Proto Labs,,,,,,
116,1443669,HeldToMaturitySecuritiesDebtMaturitiesNetCarryingAmount,NA,62102000,NA,NA,NA,NA,Proto Labs,,,,,,
117,1443669,HeldToMaturitySecuritiesDebtMaturitiesWithinOneYearNetCarryingAmount,NA,25137000,36339000,30706000,33201000,39477000,Proto Labs,,,,,,
118,1443669,HeldToMaturitySecuritiesFairValue,NA,62097000,100376000,84885000,97720000,123475000,Proto Labs,,,,,,
119,1443669,HeldToMaturitySecuritiesUnrecognizedHoldingLoss,NA,31000,NA,NA,NA,NA,Proto Labs,,,,,,
120,1443669,HeldtomaturitySecuritiesUnrecognizedHoldingGain,NA,26000,NA,NA,NA,NA,Proto Labs,,,,,,
121,1443669,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,NA,34653000,45659000,51052000,59421000,59232000,Proto Labs,,,,,,
122,1443669,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,NA,34969000,51578000,60531000,67861000,64221000,Proto Labs,,,,,,
123,1443669,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,NA,316000,5919000,9479000,8440000,4989000,Proto Labs,,,,,,
124,1443669,IncomeTaxExpenseBenefit,NA,10944000,16301000,18896000,21347000,21514000,Proto Labs,,,,,,
125,1443669,IncomeTaxExpenseBenefitContinuingOperations,NA,10900000,NA,NA,NA,NA,Proto Labs,,,,,,
126,1443669,IncomeTaxReceivable,NA,1877000,NA,NA,NA,NA,Proto Labs,,,,,,
127,1443669,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,NA,1071000,432000,-143000,-217000,1992000,Proto Labs,,,,,,
128,1443669,IncomeTaxesPaid,NA,7990000,6593000,11549000,20330000,9802000,Proto Labs,,,,,,
129,1443669,IncomeTaxesReceivable,NA,NA,2907000,NA,6028000,445000,Proto Labs,,,,,,
130,1443669,IncreaseDecreaseInAccountsPayable,NA,306000,1651000,1435000,5781000,-1116000,Proto Labs,,,,,,
131,1443669,IncreaseDecreaseInAccountsReceivable,NA,4372000,2470000,5304000,11371000,-900000,Proto Labs,,,,,,
132,1443669,IncreaseDecreaseInAccruedIncomeTaxesPayable,NA,4314000,8845000,9373000,-2310000,8207000,Proto Labs,,,,,,
133,1443669,IncreaseDecreaseInInventories,NA,829000,579000,896000,2097000,-136000,Proto Labs,,,,,,
134,1443669,IncreaseDecreaseInOtherOperatingLiabilities,NA,1277000,885000,-259000,5691000,850000,Proto Labs,,,,,,
135,1443669,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,NA,1887000,-1630000,-107000,2047000,1312000,Proto Labs,,,,,,
136,1443669,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,NA,NA,661185,407621,314426,199466,Proto Labs,,,,,,
137,1443669,InterestPaid,NA,63000,35000,19000,5000,1000,Proto Labs,,,,,,
138,1443669,InventoryGross,NA,4704000,5285000,6381000,10118000,9588000,Proto Labs,,,,,,
139,1443669,InventoryNet,NA,4619000,5166000,6194000,9771000,9310000,Proto Labs,,,,,,
140,1443669,InventoryRawMaterials,NA,4174000,4875000,5728000,8589000,8057000,Proto Labs,,,,,,
141,1443669,InventoryValuationReserves,NA,85000,119000,187000,347000,278000,Proto Labs,,,,,,
142,1443669,InventoryWorkInProcess,NA,530000,410000,653000,1529000,1531000,Proto Labs,,,,,,
143,1443669,Land,NA,2830000,2830000,6825000,8301000,8805000,Proto Labs,,,,,,
144,1443669,LeaseholdImprovementsGross,NA,2921000,2932000,3501000,3404000,6688000,Proto Labs,,,,,,
145,1443669,Liabilities,NA,NA,18532000,21975000,33391000,34408000,Proto Labs,,,,,,
146,1443669,LiabilitiesAndStockholdersEquity,NA,172722000,230175000,287514000,361036000,414241000,Proto Labs,,,,,,
147,1443669,LiabilitiesCurrent,NA,11539000,13663000,18759000,26262000,23427000,Proto Labs,,,,,,
148,1443669,LineOfCreditFacilityInterestRateAtPeriodEnd,NA,0,18,NA,NA,NA,NA,Proto Labs,,,,,
149,1443669,LineOfCreditFacilityMaximumBorrowingCapacity,NA,10000000,NA,NA,NA,NA,Proto Labs,,,,,,
150,1443669,LongTermDebt,NA,NA,363000,NA,NA,NA,Proto Labs,,,,,,
151,1443669,LongTermDebtAndCapitalLeaseObligations,NA,356000,159000,10000,NA,NA,Proto Labs,,,,,,
152,1443669,LongTermDebtAndCapitalLeaseObligationsCurrent,NA,273000,204000,139000,NA,NA,Proto Labs,,,,,,
153,1443669,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,NA,NA,NA,149000,NA,NA,Proto Labs,,,,,,
154,1443669,LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,NA,NA,NA,10000,NA,NA,Proto Labs,,,,,,
155,1443669,LongTermDebtAndCapitalLeaseObligationsRepaymentsOfPrincipalInNextTwelveMonths,NA,NA,NA,139000,NA,NA,Proto Labs,,,,,,
156,1443669,LongTermDebtCurrent,NA,273000,NA,NA,NA,NA,Proto Labs,,,,,,
157,1443669,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,NA,NA,204000,NA,NA,NA,Proto Labs,,,,,,
158,1443669,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,NA,NA,11000,NA,NA,NA,Proto Labs,,,,,,
159,1443669,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,NA,NA,148000,NA,NA,NA,Proto Labs,,,,,,
160,1443669,MachineryAndEquipmentGross,NA,39209000,48707000,72891000,103205000,114729000,Proto Labs,,,,,,
161,1443669,MarketableSecuritiesCurrent,NA,25137000,36339000,30706000,33201000,39477000,Proto Labs,,,,,,
162,1443669,MarketableSecuritiesNoncurrent,NA,36965000,64023000,54318000,64789000,84479000,Proto Labs,,,,,,
163,1443669,NetCashProvidedByUsedInFinancingActivities,NA,82786000,NA,NA,NA,NA,Proto Labs,,,,,,
164,1443669,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NA,NA,16111000,7036000,10238000,7847000,Proto Labs,,,,,,
165,1443669,NetCashProvidedByUsedInInvestingActivities,NA,-79248000,NA,NA,NA,NA,Proto Labs,,,,,,
166,1443669,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NA,NA,-58481000,-63499000,-63594000,-60755000,Proto Labs,,,,,,
167,1443669,NetCashProvidedByUsedInOperatingActivities,NA,25306000,NA,NA,NA,NA,Proto Labs,,,,,,
168,1443669,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NA,NA,48441000,57210000,58557000,74967000,Proto Labs,,,,,,
169,1443669,NetIncomeLoss,NA,24025000,35277000,41635000,46514000,42707000,Proto Labs,,,,,,
170,1443669,NetIncomeLossAvailableToCommonStockholdersBasic,NA,24025000,35277000,NA,NA,NA,Proto Labs,,,,,,
171,1443669,NumberOfOperatingSegments,NA,NA,1,1,1,NA,Proto Labs,,,,,,
172,1443669,NumberOfReportableSegments,NA,NA,1,1,1,NA,Proto Labs,,,,,,
173,1443669,OperatingExpenses,NA,41192000,50403000,67873000,87254000,105170000,Proto Labs,,,,,,
174,1443669,OperatingIncomeLoss,NA,34946000,51299000,60528000,67149000,61767000,Proto Labs,,,,,,
175,1443669,OperatingLeasesFutureMinimumPaymentsDue,NA,7132000,5313000,4580000,5717000,13851000,Proto Labs,,,,,,
176,1443669,OperatingLeasesFutureMinimumPaymentsDueCurrent,NA,1289000,1242000,906000,2041000,3531000,Proto Labs,,,,,,
177,1443669,OperatingLeasesFutureMinimumPaymentsDueInFiveYears,NA,544000,378000,442000,462000,1623000,Proto Labs,,,,,,
178,1443669,OperatingLeasesFutureMinimumPaymentsDueInFourYears,NA,723000,483000,544000,490000,1644000,Proto Labs,,,,,,
179,1443669,OperatingLeasesFutureMinimumPaymentsDueInThreeYears,NA,1255000,664000,786000,825000,1960000,Proto Labs,,,,,,
180,1443669,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,NA,1262000,1206000,854000,1196000,2945000,Proto Labs,,,,,,
181,1443669,OperatingLeasesFutureMinimumPaymentsDueThereafter,NA,2059000,1340000,1048000,703000,2148000,Proto Labs,,,,,,
182,1443669,OperatingLeasesRentExpenseNet,NA,1300000,1200000,1000000,1400000,3600000,Proto Labs,,,,,,
183,1443669,OperatingLossCarryforwards,NA,11200000,8500000,7500000,2400000,13400000,Proto Labs,,,,,,
184,1443669,OperatingLossCarryforwardsValuationAllowance,NA,5700000,NA,NA,NA,NA,Proto Labs,,,,,,
185,1443669,OtherAssetsNoncurrent,NA,285000,256000,227000,517000,933000,Proto Labs,,,,,,
186,1443669,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,NA,NA,-163000,-1838000,-2283000,-5541000,Proto Labs,,,,,,
187,1443669,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,NA,-190000,-163000,-1838000,-2283000,-5541000,Proto Labs,,,,,,
188,1443669,OtherComprehensiveIncomeLossNetOfTax,NA,NA,-163000,-1838000,-2283000,-5541000,Proto Labs,,,,,,
189,1443669,OtherIntangibleAssetsNet,NA,NA,NA,4083000,3337000,2655000,Proto Labs,,,,,,
190,1443669,OtherLiabilitiesNoncurrent,NA,782000,1028000,1360000,2889000,3978000,Proto Labs,,,,,,
191,1443669,OtherNoncashIncomeExpense,NA,NA,NA,NA,NA,1541000,Proto Labs,,,,,,
192,1443669,OtherNonoperatingIncomeExpense,NA,23000,279000,3000,712000,2454000,Proto Labs,,,,,,
193,1443669,PaymentsOfMergerRelatedCostsFinancingActivities,NA,NA,NA,1200000,1400000,400000,Proto Labs,,,,,,
194,1443669,PaymentsToAcquireBusinessesNetOfCashAcquired,NA,NA,NA,33864000,5032000,NA,Proto Labs,,,,,,
195,1443669,PaymentsToAcquireHeldToMaturitySecurities,NA,84219000,106298000,60186000,66393000,89315000,Proto Labs,,,,,,
196,1443669,PaymentsToAcquirePropertyPlantAndEquipment,NA,17397000,18753000,43507000,44362000,33616000,Proto Labs,,,,,,
197,1443669,PreferredStockDividendRatePercentage,NA,0,8,0,8,NA,NA,NA,Proto Labs,,,,
198,1443669,PreferredStockParOrStatedValuePerShare,NA,0,1,0,1,0,1,0,1,0,1,Proto Labs,
199,1443669,PreferredStockSharesAuthorized,NA,10000000,10000000,10000000,10000000,10000000,Proto Labs,,,,,,
200,1443669,PreferredStockSharesIssued,NA,0,0,0,0,0,Proto Labs,,,,,,
201,1443669,PreferredStockSharesOutstanding,NA,0,0,0,0,0,Proto Labs,,,,,,
202,1443669,PrepaidExpenseAndOtherAssetsCurrent,NA,5364000,3569000,3406000,5224000,5697000,Proto Labs,,,,,,
203,1443669,ProFormaWeightedAverageSharesOutstandingDiluted,NA,24443665,25859741,NA,NA,NA,Proto Labs,,,,,,
204,1443669,ProceedsFromIssuanceInitialPublicOffering,NA,71530000,NA,NA,NA,NA,Proto Labs,,,,,,
205,1443669,ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,NA,NA,6496000,4820000,6251000,5715000,Proto Labs,,,,,,
206,1443669,ProceedsFromLinesOfCredit,NA,NA,0,NA,NA,NA,Proto Labs,,,,,,
207,1443669,ProceedsFromSaleAndMaturityOfMarketableSecurities,NA,22368000,66570000,74058000,52193000,62176000,Proto Labs,,,,,,
208,1443669,PropertyPlantAndEquipmentGross,NA,66508000,84517000,129121000,172192000,197233000,Proto Labs,,,,,,
209,1443669,PropertyPlantAndEquipmentNet,NA,45316000,56101000,91626000,125475000,139474000,Proto Labs,,,,,,
210,1443669,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,NA,NA,NA,0,0,0,Proto Labs,,,,,,
211,1443669,RepaymentsOfLongTermDebt,NA,388000,258000,1054000,152000,NA,Proto Labs,,,,,,
212,1443669,ResearchAndDevelopmentExpense,NA,9137000,11863000,16607000,18350000,22388000,Proto Labs,,,,,,
213,1443669,RetainedEarningsAccumulatedDeficit,NA,10570000,45847000,87482000,133996000,176703000,Proto Labs,,,,,,
214,1443669,SalesRevenueNet,NA,125991000,163112000,209583000,264106000,298055000,Proto Labs,,,,,,
215,1443669,SellingAndMarketingExpense,NA,18098000,22386000,29144000,39188000,46131000,Proto Labs,,,,,,
216,1443669,ShareBasedCompensation,NA,3039000,3461000,4809000,6082000,6775000,Proto Labs,,,,,,
217,1443669,ShareBasedCompensationArrangementByShareBasedPaymentAwardDiscountFromMarketPriceOfferingDate,NA,0,15,0,15,0,15,0,15,0,15,Proto Labs,
218,1443669,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,NA,NA,NA,NA,3898,NA,Proto Labs,,,,,,
219,1443669,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,NA,NA,NA,NA,72,14,NA,Proto Labs,,,,,
